巢己 内掂肺捞 酒快磐 寂明 CH108E,23,1,"239,200",20,NULL,54N HDE,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437182_0_THNAIL_ORGINL_20240924213310882.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 敲鄂弛 酒快磐 寂明 CH7210,23,1,"231,200",20,NULL,54N CCA,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/10/GQ2N24091078576_0_THNAIL_ORGINL_20240910185030927.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 内掂肺捞 酒快磐 寂明 CH108E,23,1,"239,200",20,NULL,54N L7A,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437183_0_THNAIL_ORGINL_20240924213339734.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 历瘤 寂明 CH441E,23,1,"167,200",20,NULL,54NR HDE,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437185_0_THNAIL_ORGINL_20240924213440391.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 单丛 飘矾目 寂明 CH7227,23,1,"207,200",20,NULL,54N I8W,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437186_0_THNAIL_ORGINL_20240924213528913.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 历瘤 寂明 CH441E,23,1,"167,200",20,NULL,54NR 132,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/24/GQ2N24092437184_0_THNAIL_ORGINL_20240924213410029.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 内掂肺捞 贾府靛 寂明 CH642E,23,1,"175,200",20,NULL,54N SIX,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/12/GQ2N24091216741_0_THNAIL_ORGINL_20240912180342898.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 捧 器南 眉农 坷滚寂明 CH7209,23,1,"207,200",20,NULL,54N IC3,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/10/GQ2N24091078577_0_THNAIL_ORGINL_20240910185113535.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 器南 单丛 寂明 CH431E,23,1,"175,200",20,NULL,54N 166,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/05/GQ2N24090541802_0_THNAIL_ORGINL_20240905101603978.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 海捞流 苛胶器靛 寂明 CH831E,23,1,"159,200",20,NULL,54N 166,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/05/GQ2N24080583175_0_THNAIL_ORGINL_20240806133050261.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 内掂肺捞 贾府靛 寂明 CH642E,23,1,"175,200",20,NULL,54N 166,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/05/GQ2N24090541796_0_THNAIL_ORGINL_20240905101254693.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 内掂肺捞 贾府靛 寂明 CH642E,23,1,"175,200",20,NULL,54N 132,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/05/GQ2N24090541795_0_THNAIL_ORGINL_20240905101226735.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 府滚辑喉 歹喉其捞胶 敲鄂弛 寂明 CH4612,23,1,"239,200",20,NULL,54N IC3,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/22/GQ2N24082229767_0_THNAIL_ORGINL_20240822153057812.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 府滚辑喉 歹喉其捞胶 敲鄂弛 寂明 CH4612,23,1,"239,200",20,NULL,54N 2UG,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/22/GQ2N24082229752_0_THNAIL_ORGINL_20240822153022274.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
巢己 器南 单丛 寂明 CH431E,23,1,"175,200",20,NULL,54N 050,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/05/GQ2N24090541801_0_THNAIL_ORGINL_20240905101534029.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0,100
